id,ref,hyp,ref_norm,hyp_norm
1822,"Султан Марокко перестроил город под названием Эд-Дар-эль-Бейда, а испанские торговцы, создавшие тут торговые базы, назвали его Касабланка.","Солтан Морокко перестроил город под названием «Эд Дар Эльбейда» а испанский торговцы, создавший ту торговую базу название «Волкосабланка».",султан марокко перестроил город под названием эд дар эль бейда а испанские торговцы создавшие тут торговые базы назвали его касабланка,солтан морокко перестроил город под названием эд дар эльбейда а испанский торговцы создавший ту торговую базу название волкосабланка
1683,"В живых есть ещё много мужчин и женщин, которые пережили своё пребывание здесь, но есть ещё больше людей, чьи близкие были убиты здесь или работали тут до смерти, будь то евреи или люди других национальностей.","В Живых есть еще много мужчины-женщин, которые пережили свое пребывание здесь, но есть еще больше людей, чей близкие были убиты здесь или работали тут досмерти, будь стойеврея или люди других националистей.",в живых есть еще много мужчин и женщин которые пережили свое пребывание здесь но есть еще больше людей чьи близкие были убиты здесь или работали тут до смерти будь то евреи или люди других национальностей,в живых есть еще много мужчины женщин которые пережили свое пребывание здесь но есть еще больше людей чей близкие были убиты здесь или работали тут досмерти будь стойеврея или люди других националистей
1733,"Первой среди 78 рекомендаций является то, что следует реализовать новую дипломатическую инициативу до конца этого года для укрепления иракских границ, чтобы не допустить враждебного вмешательства, а также для возобновления дипломатических отношений с соседями.","Первая срден 70 восьми рекомендация является то, что следует реализовать новую дипломатическую инициативу до конца этого года для укрепления иррахский границ, чтобы не доступить ураждебного мишительства, а также для воздомбленения дипломатических отношений с соседями.",первой среди 78 рекомендаций является то что следует реализовать новую дипломатическую инициативу до конца этого года для укрепления иракских границ чтобы не допустить враждебного вмешательства а также для возобновления дипломатических отношений с соседями,первая срден 70 восьми рекомендация является то что следует реализовать новую дипломатическую инициативу до конца этого года для укрепления иррахский границ чтобы не доступить ураждебного мишительства а также для воздомбленения дипломатических отношений с соседями
1838,"Великая Пирамида в Гизе это единственное из семи чудес света, которое существует сегодня.","Пеликая пирамида в гизе — это единственная и семечу диа света, которая существует сегодня.",великая пирамида в гизе это единственное из семи чудес света которое существует сегодня,пеликая пирамида в гизе это единственная и семечу диа света которая существует сегодня
1857,"Он добавил, что ""их, однако, не следует просить брать на себя обязательства, которые выходят за рамки их стадии разработки, ответственности и возможностей"".","Он добавил, что «их однако не следует просить, брать на себе обязательства, которые выходят за рамки их стадии разработки». Отвес нысте и возможностей.",он добавил что их однако не следует просить брать на себя обязательства которые выходят за рамки их стадии разработки ответственности и возможностей,он добавил что их однако не следует просить брать на себе обязательства которые выходят за рамки их стадии разработки отвес нысте и возможностей
1830,Правящая партия Организация народов Юго‑Западной Африки (СВАПО) также сохранила большинство на парламентских выборах.,"Правейшей партии организация народов – Юго-Западный Африк, Сувапо, также сохранила большинство на парламентских выборах.",правящая партия организация народов юго западной африки свапо также сохранила большинство на парламентских выборах,правейшей партии организация народов юго западный африк сувапо также сохранила большинство на парламентских выборах
1743,"Большинство воззрений на технологический детерминизм разделяют две общие идеи: что направление развития технологий практически неподвластно культурному или политическому влиянию и что, в свою очередь, ""воздействие"" технологий на общество обусловлено их собственными свойствами, а не обществом.","Большинство, возренияно технологически дитерминизм, разделяя две общие идеи, что направление развития технологии практически не подвасына культурному или политическому влиянию, и что, в свою очередь, воздействие технологии на обществу обусловлены их собственными свойствами, а не обществом.",большинство воззрений на технологический детерминизм разделяют две общие идеи что направление развития технологий практически неподвластно культурному или политическому влиянию и что в свою очередь воздействие технологий на общество обусловлено их собственными свойствами а не обществом,большинство возренияно технологически дитерминизм разделяя две общие идеи что направление развития технологии практически не подвасына культурному или политическому влиянию и что в свою очередь воздействие технологии на обществу обусловлены их собственными свойствами а не обществом
1995,"Виртуальный скаффолдинг, помогающий в обучении, встроен в программное обеспечение и предназначен для того, чтобы напоминать, объяснять и задавать вопросы насчёт процедур, с которыми обучающемуся, возможно, было бы слишком трудно справиться в одиночку.","Виртуальный сковфондинг, помогающий в обучении, встроен в программное обеспечение и предназначен для того, чтобы напоминать, объяснять и задавать вопросы насчет процеду, с которыми обучающемуся, возможно, было бы слишком трудно справиться в одиночку.",виртуальный скаффолдинг помогающий в обучении встроен в программное обеспечение и предназначен для того чтобы напоминать объяснять и задавать вопросы насчет процедур с которыми обучающемуся возможно было бы слишком трудно справиться в одиночку,виртуальный сковфондинг помогающий в обучении встроен в программное обеспечение и предназначен для того чтобы напоминать объяснять и задавать вопросы насчет процеду с которыми обучающемуся возможно было бы слишком трудно справиться в одиночку
1740,Звуковое и световое шоу на фоне пирамиды является одним из самых интересных мероприятий в этой местности для детей.,Звуковое световое шоу на фоне пирамиды является одним из самых интересных мероприятий в этой местности для детей.,звуковое и световое шоу на фоне пирамиды является одним из самых интересных мероприятий в этой местности для детей,звуковое световое шоу на фоне пирамиды является одним из самых интересных мероприятий в этой местности для детей
1867,"Растения производят кислород, которым дышит человек, и поглощают углекислый газ, который человек выдыхает.","Растения производят кислород, которым дышит человек и поглашают углекислый газ, который человек выдыхает.",растения производят кислород которым дышит человек и поглощают углекислый газ который человек выдыхает,растения производят кислород которым дышит человек и поглашают углекислый газ который человек выдыхает
1923,"Эта стратегия доказала свою эффективность, отрезав жизненно важные военные и гражданские поставки, хотя эта блокада нарушала принятые повсеместно международные законы, изложенные в нескольких международных соглашениях за последние двести лет.","Эта стратегия доказала свою эффективность, отрезав жизненноваженные военные и гражданские поставки, хотя эта блокада нарушала принятые повсеместно международные законы, изложенные в нескольких международных соглашениях за последние 200 лет.",эта стратегия доказала свою эффективность отрезав жизненно важные военные и гражданские поставки хотя эта блокада нарушала принятые повсеместно международные законы изложенные в нескольких международных соглашениях за последние двести лет,эта стратегия доказала свою эффективность отрезав жизненноваженные военные и гражданские поставки хотя эта блокада нарушала принятые повсеместно международные законы изложенные в нескольких международных соглашениях за последние 200 лет
1679,Группа Aerosmith отменила оставшиеся концерты в своем турне.,Группа Erasmith отменила оставшись концерты в своем турне.,группа aerosmith отменила оставшиеся концерты в своем турне,группа erasmith отменила оставшись концерты в своем турне
1694,Дети передаются под опеку по множеству разнообразных причин: от беспризорности до жестокого обращения и даже вымогательств.,"Тети передаются под опеку помножестворазнумеразных причин — от беспризорности, дожестоку обращения и даже мгательств.",дети передаются под опеку по множеству разнообразных причин от беспризорности до жестокого обращения и даже вымогательств,тети передаются под опеку помножестворазнумеразных причин от беспризорности дожестоку обращения и даже мгательств
1760,"Мозазавр был самым грозным хищником своего времени, поэтому он не боялся никого кроме других мозазавров.","Мазозавр был самым грозным хищником своего времени, поэтому он никогда не боялся никого кроме других мазозавров.",мозазавр был самым грозным хищником своего времени поэтому он не боялся никого кроме других мозазавров,мазозавр был самым грозным хищником своего времени поэтому он никогда не боялся никого кроме других мазозавров
2002,Посредством движения устройства в воздухе игроки смогут управлять действиями и движениями в видеоиграх.,Посредствам движения устройства в воздух игроки смогут управлять действовыми движениями в виде игрок.,посредством движения устройства в воздухе игроки смогут управлять действиями и движениями в видеоиграх,посредствам движения устройства в воздух игроки смогут управлять действовыми движениями в виде игрок
1867,"Растения производят кислород, которым дышит человек, и поглощают углекислый газ, который человек выдыхает.","Растения производят кислородов, которым дышат человек и поклащают углекислогаз, который человек вдыхает.",растения производят кислород которым дышит человек и поглощают углекислый газ который человек выдыхает,растения производят кислородов которым дышат человек и поклащают углекислогаз который человек вдыхает
1774,"На удалённых островах кредитные карты, возможно, не будут приниматься, хотя британскую и американскую валюту могут принять; заранее проясните с владельцами какой способ оплаты является приемлемым.","На удален Хестровах кредитные карты, возможно, не будут приниматься, хотя британские американские валюты могут принять. Заранее прейснить и с ладельцами какой способ оплата является приемлемом.",на удаленных островах кредитные карты возможно не будут приниматься хотя британскую и американскую валюту могут принять заранее проясните с владельцами какой способ оплаты является приемлемым,на удален хестровах кредитные карты возможно не будут приниматься хотя британские американские валюты могут принять заранее прейснить и с ладельцами какой способ оплата является приемлемом
1880,"Таким образом, карандаш стал хорошим другом для многих людей, когда появился.","Таким образом, карандаш стал хорошим другом для многих людей, когда появился.",таким образом карандаш стал хорошим другом для многих людей когда появился,таким образом карандаш стал хорошим другом для многих людей когда появился
1847,Его приветствовал заместитель премьер-министра Сингапура Вонг Кан Сенг. Затем он обсудил вопросы торговли и терроризма с премьер-министром Сингапура Ли Сянь Луном.,"Его приветствовал заместитель премьер-министр Сингапуро Вонг Консенг, затем он обсуждил вопрос о торговле и терроризм с премьер-министром Сингапуро Ли Сяня Луным.",его приветствовал заместитель премьер министра сингапура вонг кан сенг затем он обсудил вопросы торговли и терроризма с премьер министром сингапура ли сянь луном,его приветствовал заместитель премьер министр сингапуро вонг консенг затем он обсуждил вопрос о торговле и терроризм с премьер министром сингапуро ли сяня луным
1666,"Возможно, вам также следует проконсультироваться с другими правительствами, помимо своего, но их рекомендации направлены на своих граждан.","Возможно, вам также следует проконсультироваться с другими правительстыми, помимо своего, но их рекомендация направлены на свои и граждан.",возможно вам также следует проконсультироваться с другими правительствами помимо своего но их рекомендации направлены на своих граждан,возможно вам также следует проконсультироваться с другими правительстыми помимо своего но их рекомендация направлены на свои и граждан
1763,"Так же, как Луна притягивает Землю, при этом вызывая приливы, так и Млечный Путь воздействует на галактику в Стрельце.","Так же, как луна притягивает землю, при этом вызывая приливы, такимелечный путь воздействует на галактику стрельцы.",так же как луна притягивает землю при этом вызывая приливы так и млечный путь воздействует на галактику в стрельце,так же как луна притягивает землю при этом вызывая приливы такимелечный путь воздействует на галактику стрельцы
1846,"Соотношение сторон этого формата (поделенное на двенадцать, чтобы получить соотношение с небольшими целыми числами) поэтому принято за 3:2.","Соотношения сторон этого формата поделены на 12, чтобы получиться отношения с небольшими целыми числами, поэтому принято за 3 в 2.",соотношение сторон этого формата поделенное на двенадцать чтобы получить соотношение с небольшими целыми числами поэтому принято за 3 2,соотношения сторон этого формата поделены на 12 чтобы получиться отношения с небольшими целыми числами поэтому принято за 3 в 2
1879,"Можно только гадать, что станет с клавиатурой, с появлением более новых технологий.","Можно только годать, что станет с клавиатурой с появлением более новых технологий.",можно только гадать что станет с клавиатурой с появлением более новых технологий,можно только годать что станет с клавиатурой с появлением более новых технологий
1988,"Среди большинства граждан и народов в 1920-е годы преобладали такие настроения, как пацифизм и изоляция.","Среди большинства граждан инородов 1920-е годы пребылодали такие настроения, как пацифизм и изоляция.",среди большинства граждан и народов в 1920 е годы преобладали такие настроения как пацифизм и изоляция,среди большинства граждан инородов 1920 е годы пребылодали такие настроения как пацифизм и изоляция
1990,"Блоги также могут улучшить навыки письма у учащихся. Хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию, это как правило меняется из-за присутствия аудитории.","Блоги также могут улучшить навыки письма у участщикся, хотя учащиеся часто начинают свой блок, используя нерашливую грамматику и орфографию, это, как правило, меняется из-за предсутствия аудитории.",блоги также могут улучшить навыки письма у учащихся хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию это как правило меняется из за присутствия аудитории,блоги также могут улучшить навыки письма у участщикся хотя учащиеся часто начинают свой блок используя нерашливую грамматику и орфографию это как правило меняется из за предсутствия аудитории
1745,"Растения выглядят лучше всего в своей естественной среде обитания, поэтому не поддавайтесь искушению взять хотя бы один экземпляр.","Растения выглядят лучше всего в свои естественной среде обитания, поэтому не поддавайтесь искушению взять хотя бы один экземпляр.",растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,растения выглядят лучше всего в свои естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр
1814,"Ионы водорода — это протоны, от которых отделены электроны (атомы водорода состоят из одного протона и одного электрона).","Ионогодерода — это протоны, от которых оделены электроны. Атомоводорода состоят из одного протона и одного электрона.",ионы водорода это протоны от которых отделены электроны атомы водорода состоят из одного протона и одного электрона,ионогодерода это протоны от которых оделены электроны атомоводорода состоят из одного протона и одного электрона
1849,"Если вы смотрели фильм ""Сокровище нации"", то можете подумать, что на оборотной стороне Декларации независимости была изображена карта сокровищ.","Если вы смотрели фильм «Сокровище нации», то можете подумать, что наоборот, на истероне эклорация независимости была изображена карта сокровища.",если вы смотрели фильм сокровище нации то можете подумать что на оборотной стороне декларации независимости была изображена карта сокровищ,если вы смотрели фильм сокровище нации то можете подумать что наоборот на истероне эклорация независимости была изображена карта сокровища
1868,"На другом конце спектра человек превращается в неузнаваемого индивида, которому кажется, что он должен изменить всё, что делала команда, и присвоить это себе.","На другом концесе спектра человек превращается в неузнавая бомаба — индивида, которым кажется, что он должен изменить всё, что делала команда и пересвоть это себе.",на другом конце спектра человек превращается в неузнаваемого индивида которому кажется что он должен изменить все что делала команда и присвоить это себе,на другом концесе спектра человек превращается в неузнавая бомаба индивида которым кажется что он должен изменить все что делала команда и пересвоть это себе
1879,"Можно только гадать, что станет с клавиатурой, с появлением более новых технологий.","Можно только гадать, что станет склавиатурой с появлением более голых технологий.",можно только гадать что станет с клавиатурой с появлением более новых технологий,можно только гадать что станет склавиатурой с появлением более голых технологий
1810,"Губернатор Калифорнии Арнольд Шварценеггер подписал закон, запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицам.",Губернатор Калифорния Арнольд Шварценеггер подписал закон запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицем.,губернатор калифорнии арнольд шварценеггер подписал закон запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицам,губернатор калифорния арнольд шварценеггер подписал закон запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицем
1938,"В больнице был соблюден протокол инфекционного контроля, включая отдельное содержание пациента, чтобы предотвратить возможное заражение других пациентов.","В больнице был соблюден протокол инфекционного контроля, включая отдельное содержание пациентов, чтобы предотвратить возможные заражения других пациентов.",в больнице был соблюден протокол инфекционного контроля включая отдельное содержание пациента чтобы предотвратить возможное заражение других пациентов,в больнице был соблюден протокол инфекционного контроля включая отдельное содержание пациентов чтобы предотвратить возможные заражения других пациентов
1750,Находка также позволяет ознакомиться с эволюцией перьев у птиц.,Нахотка также позволяет ознакомиться с эволюцией перевпптиц.,находка также позволяет ознакомиться с эволюцией перьев у птиц,нахотка также позволяет ознакомиться с эволюцией перевпптиц
1739,Пещера располагается на вершине горы к северу от Мекки и полностью изолирована от остального мира.,Пещер располагается на вершине горы к северу от Мекки и полностью изолирован от остального мира.,пещера располагается на вершине горы к северу от мекки и полностью изолирована от остального мира,пещер располагается на вершине горы к северу от мекки и полностью изолирован от остального мира
1820,"Сейчас люди пишут сообщения на экранах компьютеров, и им никогда не приходится иметь дело с точилкой.","Сейчас люди пишут сообщения на экранных компьютерах, им никогда не приходится иметь дело с тачилкой.",сейчас люди пишут сообщения на экранах компьютеров и им никогда не приходится иметь дело с точилкой,сейчас люди пишут сообщения на экранных компьютерах им никогда не приходится иметь дело с тачилкой
1710,"На прошлой недели Министерство экономики, труда и промышленности объявило, что Apple  проинформировала его о 34 дополнительных случаях перегрева, которые компания назвала ""несерьёзными"".","На прошлой неделе министрерство «Экономия, Трудай и промышленность» объявили, что Apple пронтформировала его от 34 дополнительных случаяк перегрева, которые компания назвала несерьезными.",на прошлой недели министерство экономики труда и промышленности объявило что apple проинформировала его о 34 дополнительных случаях перегрева которые компания назвала несерьезными,на прошлой неделе министрерство экономия трудай и промышленность объявили что apple пронтформировала его от 34 дополнительных случаяк перегрева которые компания назвала несерьезными
1802,"Интернет сочетает в себе элементы как массовых, так и межличностных коммуникаций.","Интернет сочетает в себе элементы как массовых, так и межеличнастных коммуникаций.",интернет сочетает в себе элементы как массовых так и межличностных коммуникаций,интернет сочетает в себе элементы как массовых так и межеличнастных коммуникаций
1673,"Во время Войны за независимость США тринадцать штатов, в соответствии со Статьями конфедерации, впервые сформировали слабое центральное правительство, единственным органом которого был Конгресс.","Во время войны за независимость США 13 Штатов, в соответствии с статиями конфедерации, впервые сформировали слабое Центральное правительство, единственным органам которого был Конгресс.",во время войны за независимость сша тринадцать штатов в соответствии со статьями конфедерации впервые сформировали слабое центральное правительство единственным органом которого был конгресс,во время войны за независимость сша 13 штатов в соответствии с статиями конфедерации впервые сформировали слабое центральное правительство единственным органам которого был конгресс
1986,"Наличие настоящей ""невидимой команды"" (Ларсон и ЛаФасто, 1989 г., с. 109) также является уникальным компонентом виртуальной команды.","Наличие «настоящей невидимой команды» Ларсон Илафасто — 1989 год S109, также являться уникальным компонентом виртуальной команды.",наличие настоящей невидимой команды ларсон и лафасто 1989 г с 109 также является уникальным компонентом виртуальной команды,наличие настоящей невидимой команды ларсон илафасто 1989 год s109 также являться уникальным компонентом виртуальной команды
1937,"Однако эти планы стали неактуальны практически за ночь, когда около 800 000 солдат из советской Красной армии образовали Белорусский и Украинский фронты после захвата восточных регионов Польши в нарушение Рижского мирного соглашения, Советско-Польского пакта о ненападении, и других международных соглашений, двусторонних и многосторонних.","Однако эти планы стали неактуальны практически за ночь, когда около 800 000 солдады советской Красной армии образовали белорусские украинские фронты после захвата восточных регионов Польша в нарушение рижеского мирного соглашения, советско-польского аппакта, анонападения и других международных соглашений — двухстронних и многостронних.",однако эти планы стали неактуальны практически за ночь когда около 800 000 солдат из советской красной армии образовали белорусский и украинский фронты после захвата восточных регионов польши в нарушение рижского мирного соглашения советско польского пакта о ненападении и других международных соглашений двусторонних и многосторонних,однако эти планы стали неактуальны практически за ночь когда около 800 000 солдады советской красной армии образовали белорусские украинские фронты после захвата восточных регионов польша в нарушение рижеского мирного соглашения советско польского аппакта анонападения и других международных соглашений двухстронних и многостронних
1727,"Дети, живущие на улицах, возможно, пережили тяжёлые формы насилия или травмирования до того, как убежать или быть брошенными.","Дети живущие на улицах возможны пережиллительжжолой формы насилия или травмирования, до того, как убежать или быть брошенными.",дети живущие на улицах возможно пережили тяжелые формы насилия или травмирования до того как убежать или быть брошенными,дети живущие на улицах возможны пережиллительжжолой формы насилия или травмирования до того как убежать или быть брошенными
1841,Не видно ничего кроме чистого прекрасного неба над головой и множества окружающих гор. Из глубины пещеры можно видеть и слышать лишь очень малую часть этого мира.,"Не видно ничего, кроме чистого, прекрасного неба над головой и множество окружающих гор. Из глубины пещеры можно видеть и слышать лишь очень малую часть этого мира.",не видно ничего кроме чистого прекрасного неба над головой и множества окружающих гор из глубины пещеры можно видеть и слышать лишь очень малую часть этого мира,не видно ничего кроме чистого прекрасного неба над головой и множество окружающих гор из глубины пещеры можно видеть и слышать лишь очень малую часть этого мира
